Columbia,columbia-mo,2975,Boone County,Missouri,29019,139945,38.9478|-92.3258,Columbia|America/Chicago|139945|719|1840007391
Columbia,columbia-sc,3837,Richland County,South Carolina,45079,566166,34.0370|-80.9042,Columbia|America/New_York|566166|380|1840014730
Columbia City,columbia-city-in,2271,Whitley County,Indiana,18183,9535,41.1613|-85.4855,Columbia City|America/Indiana/Indianapolis|9535|640|1840007140
Columbus,columbus-ms,2927,Lowndes County,Mississippi,28087,31701,33.5088|-88.4097,Columbus|America/Chicago|31701|370|1840014807
Columbus,columbus-ne,3207,Platte County,Nebraska,31141,23123,41.4361|-97.3561,Columbus|America/Chicago|23123|875|1840003345
Columbus,columbus-oh,3550,Franklin County,Ohio,39049,1528314,39.9860|-82.9852,Columbus|America/New_York|1528314|1552|1840003760
Columbus,columbus-ga,1975,Muscogee County,Georgia,13215,259160,32.5100|-84.8771,Columbus|America/New_York|259160|346|1840014887
Columbus,columbus-in,2182,Bartholomew County,Indiana,18005,58771,39.2091|-85.9180,Columbus|America/Indiana/Indianapolis|58771|655|1840013714
Concord,concord-nh,3253,Merrimack County,New Hampshire,33013,42935,43.2305|-71.5595,Concord|America/New_York|42935|259|1840002747
Concordia,concordia-ks,2385,Cloud County,Kansas,20029,5047,39.5669|-97.6466,Concordia|America/Chicago|5047|437|1840001541
Connellsville,connellsville-pa,3752,Fayette County,Pennsylvania,42051,7368,40.0158|-79.5899,Connellsville|America/New_York|7368|1304|1840001501
Connersville,connersville-in,2200,Fayette County,Indiana,18041,14646,39.6582|-85.1410,Connersville|America/Indiana/Indianapolis|14646|641|1840007318
Conroe,conroe-tx,4174,Montgomery County,Texas,48339,84378,30.3220|-95.4807,Conroe|America/Chicago|84378|467|1840019586
Conway,conway-ar,1616,Faulkner County,Arkansas,05045,72894,35.0753|-92.4695,Conway|America/Chicago|72894|552|1840014598
Cookeville,cookeville-tn,3980,Putnam County,Tennessee,47141,48587,36.1484|-85.5114,Cookeville|America/Chicago|48587|365|1840014470
Coos Bay,coos-bay-or,3696,Coos County,Oregon,41011,32030,43.3789|-124.2330,Coos Bay|America/Los_Angeles|32030|592|1840018653
